"X";"Y";"gid";"CdStationHydro";"CdStationHydroAncienRef";"LbStationHydro";"TypStationHydro";"CdCommune";"CdZoneHydro";"CdEntiteHydrographique";"CdTronconHydrographique";"DtMiseServiceStationHydro";"DtFermetureStationHydro";"CdIntervenant";"NomIntervenant";"LbAffichageStationHydro";"DtMAJStationHydro";"DroitPublicationStationHydro";"InfluLocaleStationHydro";"EssaiStationHydro";"CoordXStationHydro";"CoordYStationHydro";"ProjCoordStationHydro";"LbTerritoire"
"-2.07390945915668";"47.8289763326534";1667;"J863241001";"J8632410";"L'Aff à Quelneuc - La Rivière";"LIMNI";56183;"J863";"J8--0240";"J8630240";"1968-09-12 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;1;"f";320630;6759813;26;"Métropole"
"-1.95413568944579";"47.8765684724328";1668;"J865301001";"J8653010";"Le Combs à Maure-de-Bretagne - Compessy";"LIMNI";35168;"J865";"J86-0300";"J8650300";"1968-09-26 12:10:00+00";"1996-01-29 10:53:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";329905;6764522;26;"Métropole"
"-2.08351787032647";"47.7845476855723";1669;"J870241001";;"L'Aff à Sixt-sur-Aff - Pont D 55";"LIMNI";35328;"J870";"J8--0240";"J8700240";"2000-01-01 00:00:00+00";"2008-09-01 00:00:00+00";13001000200017;"DREAL Bretagne";"HydroPortail";"2016-07-12 06:25:34+00";10;;"f";319595;6754933;26;"Métropole"
"-2.11853768099613";"47.706031152659";1670;"J880023001";"J8800230";"L'Oust à Saint-Vincent-sur-Oust - L'Ile aux Pies";"DEB";56239;"J880";"J8--023A";"J8800230";"2006-06-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;3;"f";316413;6746397;26;"Métropole"
"-2.33713091958148";"47.7107083749008";1671;"J882301001";"J8823010";"L'Arz à Pluherlin - Pont d'Arz";"LIMNI";56171;"J881";"J88-0300";"J8810300";"1968-11-05 17:30:00+00";"1977-08-31 08:45:00+00";13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:33+00";10;1;"f";300091;6748000;26;"Métropole"
"-2.08524783966938";"47.6482269566856";1672;"J900001001";;"Le canal de Nantes à Brest à Redon - Ecluse d'Oust";"LIMNI";35236;"J900";"----100G";"J900100G";"1996-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;;"f";318491;6739827;26;"Métropole"
"-2.08473245312688";"47.6478615713994";1673;"J900061001";;"La Vilaine à Redon - Quai Duguay-Trouin";"LIMNI";35236;"J900";"J---006A";"J9000060";"1996-01-01 00:00:00+00";;13001000200017;"DREAL Bretagne";"Vigicrues/HydroPortail";"2016-07-12 06:25:33+00";10;;"f";318527;6739784;26;"Métropole"
"-1.61246897536363";"47.4760457685784";1674;"J910000101";"J9102510";"L'Isac à Saffré - La Noe Peguille";"LIMNI";44149;"J910";"J9--025A";"J9100250";"2015-09-01 00:00:00+00";;13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:25:23+00";10;1;"f";352801;6718553;26;"Métropole"
"-1.74565670065036";"47.5509290813728";1675;"J912441010";"J9124410";"Le Perche [Ruis de Clégreuc] au Gâvre [Le Bas-Luc]";"LIMNI";44062;"J912";"J9124000";"J9124000";"2001-11-28 12:00:00+00";"2005-01-05 10:00:00+00";13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:57+00";10;1;"f";343287;6727451;26;"Métropole"
"-1.92269899115555";"47.4974220856437";1676;"J920251010";"J9202510";"L'Isac à Guenrouet [Melneuf]";"LIMNI";44068;"J920";"J9--025A";"J9200250";"2001-03-01 00:00:00+00";;13000610900016;"DREAL Pays de Loire";"HydroPortail/Hydro 2";"2016-07-12 06:24:58+00";10;;"f";329626;6722333;26;"Métropole"
"-2.12636042076056";"47.5801122919156";1677;"J930061101";"J9300611";"La Vilaine à Rieux - Pont de Cran";"DEB";56194;"J930";"J---006A";"J9300060";"2002-08-07 00:00:00+00";;13001000200017;"DREAL Bretagne";"HydroPortail/Hydro 2";"2016-07-12 06:25:34+00";10;3;"f";314920;6732475;26;"Métropole"
